108.3951626,-5.1107835,0
108.1939758,-5.1005351,0
108.22145,-5.0348668,0
108.2502906,-4.9842577,0
108.2804994,-4.9254206,0
108.3113135,-4.86424,0
108.3456451,-4.9271803,0
108.3676192,-4.992852,0
108.3848722,-5.0553757,0
108.5236187,-5.1517241,0
108.5200533,-5.0790371,0
108.5167528,-4.9998869,0
108.5818517,-4.9996939,0
108.6430955,-5.0026235,0
108.7564808,-5.1832282,0
108.7590063,-5.1118656,0
108.7548863,-5.0202149,0
108.7548863,-4.9244463,0
108.753513,-4.8382435,0
108.8345372,-5.1528996,0
108.9086948,-5.1925632,0
108.8276706,-5.0571511,0
108.8990819,-5.0079026,0
109.2501733,-5.0320778,0
109.0436292,-4.979681,0
109.1087298,-4.9746231,0
109.1514328,-5.0227745,0
109.1493728,-5.0898047,0
109.1493728,-5.1479369,0
109.1464955,-5.2194711,0
109.0683483,-5.2183728,0
109.009853,-5.1921178,0
109.0244031,-5.1246835,0
109.2283425,-4.975575,0
109.0834544,-5.0993799,0
109.33924,-5.156466,0
109.3845553,-5.0552454,0
109.6207573,-5.2180158,0
109.0069036,-5.0155695,0
109.5548462,-5.2494775,0
109.3158932,-5.2275812,0
109.5850554,-4.8062272,0
109.5054095,-5.0073727,0
109.2884274,-5.1551013,0
109.5040325,-4.8623361,0
109.5232638,-4.8021222,0
109.653724,-4.8034926,0
109.6207665,-5.0497705,0
109.6715747,-5.1564633,0
109.4944168,-5.2221194,0
109.3584652,-5.104488,0
109.4999161,-4.9280073,0
109.2705745,-5.0921691,0
109.4065318,-4.997784,0
109.5672055,-5.0278842,0
109.6715777,-5.074408,0
109.9149269,-4.797129,0
109.8586274,-4.8313456,0
109.8399039,-4.887726,0
110.0678756,-5.1641111,0
109.7987042,-5.0334378,0
109.8048848,-4.9793969,0
110.2697391,-5.2407,0
109.8673394,-5.2106157,0
109.852259,-5.0163408,0
109.9167836,-5.265307,0
110.2766174,-5.1545191,0
110.0404013,-4.8822788,0
110.0486315,-4.9671137,0
110.2752241,-5.0765636,0
109.8495152,-4.9561539,0
110.0953313,-4.8740702,0
110.0761159,-5.2543683,0
109.8659904,-5.0717563,0
110.6522007,-5.2509508,0
110.2230455,-5.1654661,0
110.5467848,-5.1558995,0
110.2711136,-4.9712283,0
110.4304089,-5.1353562,0
110.1571358,-5.0272956,0
110.0407014,-4.8008215,0
109.8649166,-5.1284884,0
110.0571658,-5.0690275,0
110.4362049,-5.2468474,0
110.4197263,-4.9595516,0
110.25768,-4.8788185,0
110.5625403,-5.2167524,0
110.6051092,-5.2379514,0
110.4320835,-5.1907482,0
110.1848908,-5.0881537,0
110.5417455,-5.0924089,0
110.5486114,-5.0233269,0
110.7079118,-5.2319529,0
110.6605334,-4.9511668,0
110.5974289,-4.9716987,0
110.4285105,-5.0770337,0
110.8762056,-4.7500145,0
110.4395021,-4.9348283,0
110.9352599,-4.7513858,0
110.9052848,-5.0118191,0
110.9712088,-4.8018053,0
110.258463,-4.7853697,0
111.0021019,-4.9577745,0
110.9554099,-4.9892502,0
110.8215185,-4.7785165,0
111.0041656,-4.8551552,0
111.0137786,-4.91126,0
110.7748245,-4.8100151,0
108.3004558,-5.0193544,0
110.8648698,-5.0356611,0
110.9143081,-5.0527581,0
110.9583369,-5.0563125,0
111.0012191,-5.0929343,0
111.0135786,-5.1695313,0
110.9871028,-5.2208181,0
110.9465906,-5.255007,0
110.8971523,-5.2796222,0
110.8446521,-5.2624404,0
111.1426859,-4.728353,0
111.2003639,-4.7639367,0
111.221113,-4.82811,0
111.0932475,-4.7529873,0
111.2058575,-4.89804,0
111.2250833,-4.9541377,0
111.2842821,-4.9629133,0
111.2086041,-5.0102302,0
111.2346967,-5.0909398,0
111.241563,-5.1634318,0
111.2182168,-5.2331829,0
111.1646589,-5.2791057,0
111.1112502,-5.2604174,0
111.2690284,-5.0300062,0
110.1301829,-4.9584789,0
